id,name,star,comment,class,coordinate,address
36,錦和運動公園(防災公園),4.4,6,體育公園,"24.9929001,121.4886939",新北市中和區錦和路350-1號
37,前國防籃球場 (法醫研究所籃球場),4.0,29,籃球場,"25.0000911,121.4766662",新北市中和區民安街172號
38,湳仔溝籃球場,5.0,3,籃球場,"25.0176666,121.4446122",新北市板橋區環河西路五段124號藝文特區河畔
39,新北市板橋第二運動場,4.2,2,體育館,"25.0137359,121.4582533",新北市板橋區民權路117號
40,新海籃球場,4.5,2,籃球場,"25.030107,121.4570003",新北市板橋區220
41,台藝大籃球場,4.0,36,籃球場,"25.0044277,121.449598",新北市板橋區大觀路一段59號
42,微風籃球場,4.8,9,籃球場,"25.093238,121.4573636",新北市蘆洲區
43,晧宇國際亞洲區籃球培訓中心,4.6,54,健身俱樂部,"24.9853022,121.5324326",新北市新店區民生路45-1號
44,河堤籃球場,0,0,運動協會,"24.9736851,121.5259921",新北市新店區中央一街55號13樓
45,華江公園籃球場,4.1,20,籃球場,"25.0190979,121.4714604","莊敬里, 板橋區新北市220"
46,四維公園籃球場,3.8,4,籃球場,"25.0253801,121.4627809",新北市板橋區陽明街172號
47,民生公園籃球場,3.0,2,籃球場,"25.0137518,121.476131",新北市板橋區民生路一段30號
48,土城綜合體育場(防災公園),4.3,1,健身室,"24.984884,121.4558363",新北市土城區裕民路裕民路193-1號
49,福和運動公園,4.2,2,綜合運動中心,"25.0072053,121.5272565",新北市永和區福和路7巷5弄7號
50,興化公園籃球場,0,0,籃球場,"25.0648791,121.4612974",新北市新莊區五工三路50巷
51,龍門路堤防籃球場,4.4,105,籃球場,"25.0756634,121.5033438",新北市三重區
52,貿商籃球場,4.1,17,籃球場,"25.0692571,121.42968",新北市五股區登林路
53,室外籃球場,3.7,3,籃球場,"25.0688789,121.4045128",新北市林口區仁愛路一段2號
54,新北市土城國民運動中心,4.3,3,綜合運動中心,"24.9855894,121.4572112",新北市土城區金城路二段247-1號
55,籃球場,5.0,3,籃球場,"25.0727312,121.3688835",新北市林口區244
56,新北市新莊國民運動中心,4.3,3,綜合運動中心,"25.0396395,121.4477684",新北市新莊區公園路11號
